"CityName","CountryName"
"East Katieville","British Virgin Islands"
"New Shane","Brazil"
"Veronicahaven","Hong Kong"
"Lake Kristin","Saint Vincent and the Grenadines"
"Port Johnburgh","Ukraine"
"Jonesborough","Finland"
"Gilesport","Samoa"
"Lake Patrick","Svalbard & Jan Mayen Islands"
"New Jasonmouth","France"
"West Allison","Bolivia"
"Michelletown","Anguilla"
"Port Laurentown","Anguilla"
"Davidton","French Polynesia"
"Mannton","Sudan"
"Sullivanhaven","Panama"
"Jamesside","Papua New Guinea"
"Kathrynton","Hong Kong"
"Fritztown","Burkina Faso"
"East Yvonne","Seychelles"
"Lake William","Vietnam"
"Hoodton","Bahamas"
"East Normanville","Egypt"
"East Mariahbury","Qatar"
"Lake Fernando","Nigeria"
"Deborahshire","Martinique"
"Lauraberg","Uzbekistan"
"Robertfort","Guinea-Bissau"
"North Shannonland","Bermuda"
"North Jennifer","Denmark"
"Barberbury","Lebanon"
"South Robert","Venezuela"
"New Amanda","Montserrat"
"Sheltonmouth","Saint Martin"
"New Matthew","Andorra"
"South Gregory","Albania"
"Port Nicholas","Cyprus"
"West Ronaldberg","Saint Helena"
"Port Kristinaburgh","Central African Republic"
"Port Angelaside","Togo"
"Lawsonberg","Saint Lucia"
"Chenfort","Sierra Leone"
"West John","Taiwan"
"New Rachelside","Italy"
"Perezview","Guyana"
"Mooretown","Wallis and Futuna"
"Loriview","Antigua and Barbuda"
"Lake Michelechester","Grenada"
"Jenniferside","Kyrgyz Republic"
"Dawnburgh","Guinea-Bissau"
"Williamfurt","Trinidad and Tobago"
"South Jodi","Equatorial Guinea"
"Sandraport","Bosnia and Herzegovina"
"Williamshaven","Nauru"
"Singletonton","Sierra Leone"
"East Ianhaven","Timor-Leste"
"Davisland","Falkland Islands (Malvinas)"
"Orrmouth","Sierra Leone"
"Johnsonton","Bouvet Island (Bouvetoya)"
"Heathermouth","Guam"
"West Cheryl","French Polynesia"
"Rebeccaburgh","Guam"
"West Stephanietown","Zimbabwe"
"Brendaland","Saint Helena"
"South Jamesberg","Sri Lanka"
"Elizabethville","Comoros"
"Jameschester","Guatemala"
"Brownside","Croatia"
"North Sharon","Guatemala"
"Reidport","United Kingdom"
"Lamberttown","Malta"
"Mitchellborough","Fiji"
"South Bruce","Latvia"
"North Margaret","British Indian Ocean Territory (Chagos Archipelago)"
"Hooverbury","United Arab Emirates"
"Port Johnborough","Vietnam"
"South Jeffrey","Belarus"
"Lake Edward","Palestinian Territory"
"Liuchester","Thailand"
"Hicksbury","Belgium"
"West Brendaberg","Ethiopia"
"Port Tiffanyview","Guinea"
"Parkston","Cook Islands"
"West Valerie","Qatar"
"Robertfort","Lao People's Democratic Republic"
"South James","Mali"
"Port Jillian","Cyprus"
"Gonzalezton","Saint Helena"
"Frazierport","Mali"
"Crossview","Papua New Guinea"
"Lake Brenda","Somalia"
"Morganton","Nicaragua"
"Milesshire","Romania"
"Mckayburgh","Congo"
"South Mitchellland","Papua New Guinea"
"Robertsberg","Belgium"
"Samuelview","Sao Tome and Principe"
"East Zachary","Gibraltar"
"Donaldchester","Christmas Island"
"Lake Bailey","Uruguay"
"West Daniel","El Salvador"
"East Brandon","United States of America"
"Susanfort","Hungary"
"South Roger","Mayotte"
"Lake Barryville","Andorra"
"Lake Sherrybury","Tonga"
"New Susanbury","Benin"
"Fernandezville","Western Sahara"
"North Georgeview","Niger"
"Kellyborough","Sri Lanka"
"North Patriciafurt","Bolivia"
"New Jacqueline","New Zealand"
"Gibsonville","Saint Helena"
"Lake Jordanchester","Slovenia"
"Thomasfort","Seychelles"
"Sarachester","Moldova"
"Nicholeport","Ghana"
"Lake Markside","Marshall Islands"
"West Devinmouth","Myanmar"
"Carterport","Mayotte"
"Lake Lauraborough","Iran"
"West Crystalton","Maldives"
"New Maria","French Polynesia"
"South Susanland","Sudan"
"Port Heather","French Guiana"
"Port Joshuatown","Macedonia"
"Bradleyside","Belarus"
"New Rachelchester","Estonia"
"Johntown","Svalbard & Jan Mayen Islands"
"Espinozabury","Nepal"
"Garyfurt","Eritrea"
"New Andrewland","Jordan"
"Port Karen","Guyana"
"Andersonfort","Malaysia"
"Port Peterville","Saint Lucia"
"Gabrielleport","Cote d'Ivoire"
"Michaelburgh","Faroe Islands"
"Lake Elizabethberg","Benin"
"South Connieberg","Taiwan"
"Juliaville","Jersey"
"Cardenashaven","Thailand"
"Vargasfort","Saint Barthelemy"
"Port Kathryn","Afghanistan"
"North Jamesborough","Gabon"
"North Thomasstad","Italy"
"Strongland","Niue"
"Juantown","Micronesia"
"Lake Christianstad","Mexico"
"South Deniseton","Tuvalu"
"East Joseph","Ecuador"
"Lake Marissaport","Svalbard & Jan Mayen Islands"
"Port Melissa","Congo"
"Medinachester","Libyan Arab Jamahiriya"
"West Mark","Zimbabwe"
"Lake Lisa","Italy"
"South Pamelamouth","Iceland"
"Lake Jennifer","Latvia"
"Lake Jennifer","United States Minor Outlying Islands"
"Wilsonbury","Korea"
"New Ashleytown","United Arab Emirates"
"West Kimberlyshire","Samoa"
"West Timothyville","Kyrgyz Republic"
"West Jennifer","Austria"
"Aaronmouth","Indonesia"
"West Roger","New Zealand"
"Jonesmouth","Cape Verde"
"Dickersonside","Hong Kong"
"Websterland","Holy See (Vatican City State)"
"Lake Felicia","Antigua and Barbuda"
"North Stephanie","Saint Pierre and Miquelon"
"Harrisburgh","Peru"
"West Bryanport","Vanuatu"
"Boyerside","Saudi Arabia"
"Woodland","Croatia"
"North Christopher","South Georgia and the South Sandwich Islands"
"Kimberlyborough","Turks and Caicos Islands"
"Mitchellville","Palestinian Territory"
"Port Christinefort","Philippines"
"Port Ann","Yemen"
"Robertchester","Mauritania"
"New Robert","Gabon"
"Hillview","Gambia"
"Ryanshire","El Salvador"
"New Jasonhaven","American Samoa"
"South Matthewberg","Paraguay"
"Williamfort","Mexico"
"Brendamouth","Ukraine"
"South Valerie","Malta"
"East Suzanne","Montenegro"
"South Tina","Uzbekistan"
"New Priscilla","Luxembourg"
"Port Richardland","French Guiana"
"East Todd","Chile"
"West Patricia","Andorra"
"Smithshire","Australia"
"Taylorberg","Belgium"
"New Larryburgh","Burundi"
"East Lauraborough","Montenegro"
"North Davidfurt","Anguilla"
"Smithtown","Paraguay"
"New Andreaton","Saudi Arabia"
"Cobbport","British Indian Ocean Territory (Chagos Archipelago)"
"Jodifort","Chile"
"Port Kyleberg","Heard Island and McDonald Islands"
"Duaneton","Egypt"
"Gonzalesport","Canada"
"Lake Matthewview","Egypt"
"South Kathleenshire","United Kingdom"
"New Rachel","Botswana"
"Benjamintown","Uzbekistan"
"Atkinsberg","China"
"Lake Thomasborough","Saint Lucia"
"Burgesschester","Ecuador"
"Lake Andrewchester","India"
"Bethton","Singapore"
"Washingtonton","Luxembourg"
"Estesfurt","Czech Republic"
"Mcgrathmouth","French Guiana"
"Mccormickshire","Macedonia"
"Joshuafort","Pakistan"
"Lake Matthewborough","Honduras"
"Robertsonview","Mauritania"
"Williamshire","Korea"
"North Calvinstad","Nepal"
"Royfort","Saint Pierre and Miquelon"
"South Joseph","Northern Mariana Islands"
"West Mark","Benin"
"North Caseyburgh","Cuba"
"Henryburgh","Guernsey"
"Christophertown","Saint Lucia"
"Sanchezside","Bouvet Island (Bouvetoya)"
"West Sandrashire","Armenia"
"Christineburgh","Australia"
"New Dianefort","Rwanda"
"Josephtown","Jamaica"
"Martinbury","Malaysia"
"South Melissa","Isle of Man"
"Pattersonton","Chad"
"New Marioburgh","Brazil"
"Timothytown","Mexico"
"Lake Debrabury","Slovenia"
"Port Benjamin","Sweden"
"Port Stacy","United States of America"
"Gordonburgh","Montenegro"
"West Jessicatown","Niger"
"Bethanyborough","Egypt"
"South Donaldport","Turkmenistan"
"New Deniseport","Gambia"
"New Joseph","Guam"
"New Laura","Saint Helena"
"Lewisfurt","Qatar"
"New Joshua","Grenada"
"Harrisview","Tuvalu"
"Lewisside","Sierra Leone"
"Port Kristen","Spain"
"Mercadoberg","Montenegro"
"Flynntown","Guinea-Bissau"
"New Hayleyton","Netherlands"
"Brightborough","Aruba"
"West Pedromouth","Nauru"
"Khanfort","Saint Pierre and Miquelon"
"New Saramouth","Norfolk Island"
"Carpenterchester","Slovakia (Slovak Republic)"
"Lake Amandamouth","Senegal"
"Johnview","Cote d'Ivoire"
"Ashleyfurt","Iran"
"Blackchester","Iran"
"Timothyfurt","Chile"
"Laurastad","Mexico"
"New Michael","Christmas Island"
"South Kelly","Taiwan"
"Moorebury","Ethiopia"
"New Sophia","Saint Pierre and Miquelon"
"West Kennethland","Russian Federation"
"Schroedermouth","Guernsey"
"South Christopherport","Sri Lanka"
"Scottland","Paraguay"
"New Danaberg","China"
"Valenciahaven","Gabon"
"West Jamesstad","Afghanistan"
"Harrisville","Haiti"
"Michaelside","Malaysia"
"Calebton","United States Minor Outlying Islands"
"Jamesmouth","Suriname"
"West Tyler","Belgium"
"Nicoletown","Eritrea"
"Lake Tiffany","Mayotte"
"Frederickstad","Namibia"
"Sandrastad","Lao People's Democratic Republic"
"Carolineberg","Chad"
"Christinaton","Moldova"
"Schwartzshire","Saint Kitts and Nevis"
"Stephaniefort","Anguilla"
"New Derek","Thailand"
"Port Emily","Argentina"
"North Wesleyborough","Chad"
"South Matthew","Norway"
"Michaelview","Jersey"
"Lake Lauraton","Canada"
"North Claudiafurt","Jordan"
"Port Pamela","Guyana"
"West Sarahland","South Africa"
"Johnburgh","Tonga"
"Emilytown","Timor-Leste"
"Meganview","Czech Republic"
"Howardfurt","Honduras"
"South Johnfurt","Kazakhstan"
"West Nathanview","Chad"
"Jonesburgh","Zambia"
"Evanfurt","Micronesia"
"South Christinaside","Palestinian Territory"
"Christopherfurt","Japan"
"Jonesview","Kyrgyz Republic"
"Port Heather","Argentina"
"Kimhaven","Guam"
"East Cindyland","Solomon Islands"
"Trevorburgh","Cayman Islands"
"North Brandon","Lesotho"
"East Carol","Palestinian Territory"
"Andrewchester","Greece"
"Sherryburgh","Turkey"
"New Paulview","Colombia"
"Timothymouth","Oman"
"Sydneymouth","Equatorial Guinea"
"Port Kimberlyburgh","Micronesia"
"South John","United States of America"
"South Samuelchester","Luxembourg"
"Port Kevin","United States of America"
"East Michaelshire","British Indian Ocean Territory (Chagos Archipelago)"
"South Vicki","Paraguay"
"Martinfort","Serbia"
"Dawnmouth","Palestinian Territory"
"North Staceyside","Puerto Rico"
"Andrewshaven","Martinique"
"Christinaton","Costa Rica"
"Ericksonshire","Svalbard & Jan Mayen Islands"
"Sanchezmouth","Netherlands Antilles"
"Brendatown","Tunisia"
"Stephaniefurt","Palau"
"Allenfurt","Chad"
"Jacobsbury","Guinea-Bissau"
"Carterburgh","Marshall Islands"
"West Andrewton","Jamaica"
"West Anthony","Thailand"
"Virginiaburgh","Sweden"
"Campbellborough","Niger"
"Floresville","Macao"
"Kevinborough","Kiribati"
"Danielchester","Antarctica (the territory South of 60 deg S)"
"Nicholsonberg","Samoa"
"Rossmouth","Germany"
"Lake Brianside","Saint Barthelemy"
"North Melissafurt","Lesotho"
"Vickiberg","Korea"
"Markfort","Czech Republic"
"Lake Brandi","Bulgaria"
"Garrettstad","Panama"
"Anthonyville","Reunion"
"Garychester","Thailand"
"South Kelly","El Salvador"
"Jacquelineton","Somalia"
"Jeffreyberg","Palau"
"East Ericview","Iran"
"Kyleburgh","Germany"
"North Jason","Swaziland"
"Cardenasborough","Saint Barthelemy"
"Taylorhaven","Korea"
"Robinsonshire","Honduras"
"Darylfort","Haiti"
"East Michael","Macedonia"
"Tammyburgh","Bahrain"
"Hamiltonshire","Jordan"
"Danielfort","Lithuania"
"Hernandezview","United Arab Emirates"
"New Victoriaburgh","Kenya"
"East Michael","Micronesia"
"Johnbury","United Arab Emirates"
"Williammouth","Canada"
"Sarahshire","Jamaica"
"West Joanbury","Bhutan"
"New Williammouth","Belarus"
"Joyceton","Belgium"
"New Kevinton","Montenegro"
"Websterhaven","Jersey"
"Phillipstown","Slovakia (Slovak Republic)"
"Anthonychester","Croatia"
"New Nancy","Solomon Islands"
"West Shane","United States Virgin Islands"
"New Yvette","Saint Helena"
"Coxton","Congo"
"Phillipsborough","Ireland"
"Lanechester","Sao Tome and Principe"
"Leonardview","Uzbekistan"
"Fuentesland","Slovenia"
"Joshuashire","Gambia"
"Lake Brenda","British Virgin Islands"
"Port Edwardstad","New Zealand"
"Victoriaburgh","Montenegro"
"Port Scottberg","Slovenia"
"Port Deborah","Guyana"
"New Katrinachester","Honduras"
"North Cassandra","Macao"
"Huynhberg","Mexico"
"Lake Joshua","Mauritius"
"Mollyville","United Arab Emirates"
"Tomport","Jamaica"
"Williamsport","Malta"
"Kathleenfurt","Northern Mariana Islands"
"Michaelview","Malawi"
"North Shaunberg","Uganda"
"Port Virginiaberg","Kiribati"
"Bakerchester","Ethiopia"
"East John","Mexico"
"Tinaview","Chile"
"New Robert","Anguilla"
"Jessetown","Tanzania"
"New Aprilburgh","Dominican Republic"
"Allenton","Nepal"
"Michaelton","Guinea"
"Port Sheri","Sweden"
"Port Helen","Svalbard & Jan Mayen Islands"
"West Keith","Grenada"
"Brennanfort","Lebanon"
"New Anthony","Cambodia"
"Tracimouth","Austria"
"Lake Mark","Cote d'Ivoire"
"Lake Mark","Norfolk Island"
"East Mary","Bouvet Island (Bouvetoya)"
"East Joshuafurt","Mayotte"
"Johnsonville","Marshall Islands"
"Nashmouth","Sweden"
"Karenton","Ireland"
"New Charlesburgh","United States Virgin Islands"
"South Shirley","Lesotho"
"New Amanda","Namibia"
"Aguilarside","Nauru"
"Hallland","Saint Pierre and Miquelon"
"North Kimberlyburgh","Mongolia"
"South Royview","China"
"New Robin","United Kingdom"
"Toddville","Cameroon"
"Emilyview","Slovakia (Slovak Republic)"
"Port Tracyland","Eritrea"
"East Laura","Mauritania"
"Bobbyside","Congo"
"New Courtney","Kuwait"
"Butlerburgh","Papua New Guinea"
"Sparksland","Bosnia and Herzegovina"
"Port Michaelshire","France"
"Patelport","Myanmar"
"North George","France"
"Chelseamouth","Slovakia (Slovak Republic)"
"New David","Algeria"
"New Deborahmouth","Martinique"
"New Williamtown","Azerbaijan"
"North Rebeccachester","Vanuatu"
"Mitchellstad","India"
"Morrowfurt","Mayotte"
"Lake Douglasfurt","Taiwan"
"Judymouth","Austria"
"Mooreport","Sweden"
"Reyesville","Cyprus"
"South Melissachester","United States Minor Outlying Islands"
"West Matthewmouth","Poland"
"Justinview","Saint Martin"
"Lisamouth","Azerbaijan"
"Cynthiaview","Thailand"
"Lake Joycebury","Suriname"
"West Bruce","Vietnam"
"Elliottshire","Saint Kitts and Nevis"
"Christopherville","Malaysia"
"Deanburgh","Macao"
"Port Anthonychester","Philippines"
"Katherinehaven","Germany"
"Lake Donald","Tunisia"
"East Staceymouth","United Arab Emirates"
"Smithview","Malta"
"East Matthew","Marshall Islands"
"West Karen","Kuwait"
"Amyville","Peru"
"Petersonview","Cape Verde"
"Michaelfort","Comoros"
"North Mandy","Argentina"
"Henrymouth","Vanuatu"
"Porterville","Mayotte"
"Markbury","Uruguay"
"Austinbury","Spain"
"North Michelleville","Madagascar"
"Andrewburgh","Malaysia"
"South Louisside","Israel"
"Kathrynstad","Maldives"
"South Jenniferhaven","Algeria"
"East Ianmouth","Cayman Islands"
"Lake Nicholas","Chile"
"Lake Olivia","Lao People's Democratic Republic"
"Lake Ryan","Zimbabwe"
"Hollyburgh","Cote d'Ivoire"
"Port Stephanieside","Moldova"
"Davidtown","Israel"
"Fischerville","Saint Kitts and Nevis"
"Jessicachester","United States Virgin Islands"
"Lake Rhonda","Colombia"
"North Maxwell","Myanmar"
"Emilyview","Norfolk Island"
"East Jesus","Heard Island and McDonald Islands"
"East Jenna","Guinea-Bissau"
"West Lisaberg","New Zealand"
"Millerton","Austria"
"Maysmouth","Kazakhstan"
"Patricialand","Vietnam"
"West Mitchell","Aruba"
"East Kelly","Swaziland"
"North Michaelhaven","Hong Kong"
"Lake Christopher","Burundi"
"North Abigail","Tajikistan"
"Port Melissa","British Indian Ocean Territory (Chagos Archipelago)"
"Reedview","Ukraine"
"New Kevin","British Indian Ocean Territory (Chagos Archipelago)"
"South Tonya","Congo"
